ensembl_gene_id	ensembl_transcript_id	chromosome_name	mgi_symbol	description	GR1.logFC	GR1.logCPM	GR1.LR	GR1.PValue	GR1.FDR	GR2.logFC	GR2.logCPM	GR2.LR	GR2.PValue	GR2.FDR
ENSMUSG00000076135	ENSMUST00000102181	1	Gm24276	predicted gene, 24276 [Source:MGI Symbol;Acc:MGI:5454053]	0.768604128131933	4.10464012356563	4.76749690022523	0.0290019628760867	0.070732565014456	0.643023002282112	4.10464012356563	4.12927952864816	0.0421472911383257	0.0958687088586786
ENSMUSG00000101571	ENSMUST00000040649	1	Gm6187	predicted gene 6187 [Source:MGI Symbol;Acc:MGI:3648954]	-0.02725361415122	2.49140967842807	0.00182667934442904	0.965909056800638	0.983837763191369	1.08790219456313	2.49140967842807	2.63752952193065	0.104365721304989	0.198362837912788
ENSMUSG00000103411	ENSMUST00000192792	1	Gm18300	predicted gene, 18300 [Source:MGI Symbol;Acc:MGI:5010485]	-0.421267728644915	1.78554497735524	0.176902848522865	0.674048506026784	0.776659564687029	2.28503010542837	1.78554497735524	3.90011212286134	0.0482828852547848	0.104931616964606
ENSMUSG00000061024	ENSMUST00000072079	1	Rrs1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1929721]	-0.497486300035592	9.63024048370492	13.9483147072697	0.000187906035739356	0.000743159907113309	-0.371171779010658	9.63024048370492	7.78049207170783	0.00528134098776981	0.0156010296432323
ENSMUSG00000025911	ENSMUST00000144177	1	Adhfe1	alcohol dehydrogenase, iron containing, 1 [Source:MGI Symbol;Acc:MGI:1923437]	2.8673458523415	9.09669522158204	377.349052823412	4.70023260720098e-84	1.03170105728062e-81	2.30717317692478	9.09669522158204	257.828323255745	5.10384305427803e-58	4.48117420165611e-56
ENSMUSG00000079671	ENSMUST00000115480	1	2610203C22Rik	RIKEN cDNA 2610203C22 gene [Source:MGI Symbol;Acc:MGI:1919731]	0.509133385332586	5.39556754058789	5.14750938859084	0.0232797408472646	0.0577390182595999	0.881065432734785	5.39556754058789	12.7766549728808	0.000350971967996785	0.00145355371651499
ENSMUSG00000067879	ENSMUST00000088666	1	3110035E14Rik	RIKEN cDNA 3110035E14 gene [Source:MGI Symbol;Acc:MGI:1924232]	-1.63889232456958	1.25852060295367	1.44613709664449	0.229148800835963	0.350183913039636	-1.60147251198621	1.25852060295367	1.39008352062464	0.238390995503861	0.364646853749809
ENSMUSG00000025912	ENSMUST00000088658	1	Mybl1	myeloblastosis oncogene-like 1 [Source:MGI Symbol;Acc:MGI:99925]	-0.892640346636871	8.1667461631146	42.430783537817	7.32283610625535e-11	6.83984053328957e-10	-0.276799864331475	8.1667461631146	4.07492552088359	0.043524184802444	0.0970064934951266
ENSMUSG00000045210	ENSMUST00000057438	1	Vcpip1	valosin containing protein (p97)/p47 complex interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917925]	0.0406954087134449	11.1847517460127	0.20263154361934	0.652605072213689	0.757919647359284	-0.00870446372408956	11.1847517460127	0.00925404097136706	0.923363377970268	0.981492791595515
ENSMUSG00000097893	ENSMUST00000181821	1	1700034P13Rik	RIKEN cDNA 1700034P13 gene [Source:MGI Symbol;Acc:MGI:1920581]	0.154595641074018	3.8226546032909	0.16893622367747	0.681058954830698	0.782682935001771	0.849094462393598	3.8226546032909	4.10364822322028	0.0427907855895139	0.0968306952257557
ENSMUSG00000025915	ENSMUST00000166384	1	Sgk3	serum/glucocorticoid regulated kinase 3 [Source:MGI Symbol;Acc:MGI:2182368]	-0.652555922387202	8.79544865598108	33.5715938839266	6.86885565408638e-09	5.29022391604196e-08	-0.450157530852699	8.79544865598108	16.0585633257763	6.14132620802422e-05	0.000302926090485689
ENSMUSG00000046334	ENSMUST00000063059	1	Gm6195	predicted pseudogene 6195 [Source:MGI Symbol;Acc:MGI:3647661]	-1.2435921633437	1.66328448517489	1.46244782149244	0.226541048025687	0.350183913039636	0.806726550574327	1.66328448517489	0.568485633157566	0.450861313678657	0.583858751341977
ENSMUSG00000046101	ENSMUST00000052843	1	Mcmdc2	minichromosome maintenance domain containing 2 [Source:MGI Symbol;Acc:MGI:3045334]	-3.05458322940249	1.8721511468861	10.1343965652795	0.00145527877116173	0.00495078613555805	2.2809967618657	1.8721511468861	4.671757478597	0.0306625345204441	0.0727613656998647
ENSMUSG00000098234	ENSMUST00000182580	1	Snhg6	small nucleolar RNA host gene 6 [Source:MGI Symbol;Acc:MGI:1921074]	0.111171985465392	8.41942169256504	0.640250403940493	0.423620136826771	0.564438866246551	0.120616351722055	8.41942169256504	0.765716875477327	0.381545341294802	0.515379707164364
ENSMUSG00000099032	ENSMUST00000185184	1	Tcf24	transcription factor 24 [Source:MGI Symbol;Acc:MGI:3780500]	0.391861672385198	5.93251716849607	2.38274655028546	0.122681685360851	0.22255066063394	0.341591295937973	5.93251716849607	3.23682200385865	0.0720001739855065	0.14909469990395
ENSMUSG00000025916	ENSMUST00000147000	1	Ppp1r42	protein phosphatase 1, regulatory subunit 42 [Source:MGI Symbol;Acc:MGI:1921138]	0.116909359443033	2.52848732657429	0.027863549675569	0.867430018748906	0.926525007860754	-0.440046333571029	2.52848732657429	0.454221332746773	0.500337097760895	0.629363856495796
ENSMUSG00000095780	ENSMUST00000179194	1	Gm24674	predicted gene, 24674 [Source:MGI Symbol;Acc:MGI:5454451]	2.28650096248404	1.300127054812	2.49078144507119	0.114514853255543	0.211226977223459	1.55847331510922	1.300127054812	1.31703869460811	0.251124204696437	0.369881357365043
ENSMUSG00000025917	ENSMUST00000027050	1	Cops5	COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana) [Source:MGI Symbol;Acc:MGI:1349415]	-0.111528207076226	11.613066904027	1.16162247507835	0.281129307382504	0.414146865573554	-0.251698780969686	11.613066904027	5.9202271168409	0.0149680289980207	0.0395841248803078
ENSMUSG00000056763	ENSMUST00000190610	1	Cspp1	centrosome and spindle pole associated protein 1 [Source:MGI Symbol;Acc:MGI:2681832]	0.309658851617018	9.8210217379239	5.56862967349737	0.0182850652363695	0.0461330094181965	0.125866265906148	9.8210217379239	0.925822881368601	0.335950704217377	0.466716326428572
ENSMUSG00000067851	ENSMUST00000088615	1	Arfgef1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited) [Source:MGI Symbol;Acc:MGI:2442988]	-0.312231422570943	11.9424206247567	10.7708658323198	0.00103110264007868	0.00353635983589484	-0.289327930108244	11.9424206247567	9.23489327235936	0.0023744624200422	0.00789688638180701
ENSMUSG00000042501	ENSMUST00000153695	1	Cpa6	carboxypeptidase A6 [Source:MGI Symbol;Acc:MGI:3045348]	0.720328895419986	5.46156460172467	9.77725895668915	0.00176683513356671	0.00578836286295361	1.05060395639127	5.46156460172467	18.3506200699367	1.83759169936872e-05	0.000103423430259342
ENSMUSG00000100648	ENSMUST00000188013	1	Gm28659	predicted gene 28659 [Source:MGI Symbol;Acc:MGI:5579365]	3.41395834251285	1.63031739037873	5.61566121296476	0.017800663576355	0.0453700812637668	-0.454458323387749	1.63031739037873	0.165890058685438	0.683790575882956	0.787884679298209
ENSMUSG00000048960	ENSMUST00000027056	1	Prex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]	0.208346836414588	11.5358306061392	4.0061947577936	0.045333356700461	0.100511836320719	0.362046494925573	11.5358306061392	12.8400119409833	0.00033928544831661	0.00141853630296183
ENSMUSG00000057715	ENSMUST00000048613	1	A830018L16Rik	RIKEN cDNA A830018L16 gene [Source:MGI Symbol;Acc:MGI:2444149]	0.77922436117877	3.04169996536773	1.89805623967388	0.168296049105957	0.283072664971322	0.456077788274265	3.04169996536773	1.13406763770881	0.286909364608874	0.411611800860444
ENSMUSG00000101610	ENSMUST00000187748	1	Gm7560	predicted gene 7560 [Source:MGI Symbol;Acc:MGI:3648484]	-0.114373778572886	2.27943885202931	0.0166330884472927	0.897381916104528	0.9447258061628	-0.890308763399331	2.27943885202931	1.46766488413618	0.225714484054906	0.364296538603322
ENSMUSG00000097628	ENSMUST00000181461	1	Gm2383	predicted gene 2383 [Source:MGI Symbol;Acc:MGI:3780551]	-2.8718999228399	1.34093923966131	4.13444732178595	0.0420187862449727	0.0945961392899642	1.5623936227371	1.34093923966131	1.31971084189651	0.250643952111851	0.369881357365043
ENSMUSG00000016918	ENSMUST00000177608	1	Sulf1	sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]	0.94298225212284	11.5236536079725	107.630634824217	3.23840650472622e-25	1.01547175398201e-23	0.750752947260799	11.5236536079725	67.9340100012132	1.69059848361341e-16	4.94781822870858e-15
ENSMUSG00000025938	ENSMUST00000188454	1	Slco5a1	solute carrier organic anion transporter family, member 5A1 [Source:MGI Symbol;Acc:MGI:2443431]	-1.38273220466755	10.6798117796953	77.0975091327988	1.6272241600408e-18	2.9764641927413e-17	-0.225918889481065	10.6798117796953	2.20687795747666	0.137396482308813	0.242237171620758
ENSMUSG00000042414	ENSMUST00000047577	1	Prdm14	PR domain containing 14 [Source:MGI Symbol;Acc:MGI:3588194]	-3.38421973907075	1.92679389046643	13.2898147737607	0.000266851843853007	0.00102761367939886	-1.18044046098083	1.92679389046643	1.35991353100231	0.24355246798147	0.368688046358156
ENSMUSG00000005886	ENSMUST00000081713	1	Ncoa2	nuclear receptor coactivator 2 [Source:MGI Symbol;Acc:MGI:1276533]	-0.0882140936093794	10.9653716172561	0.87847482915968	0.34861975188821	0.482788867756859	-0.0102325062316416	10.9653716172561	0.0118243803924685	0.913408740824943	0.973268051510073
ENSMUSG00000101476	ENSMUST00000185813	1	Gm29570	predicted gene 29570 [Source:MGI Symbol;Acc:MGI:5580276]	1.32399476885487	2.67677549976016	4.75027700924345	0.0292935784270916	0.0708456860564486	0.860283530100724	2.67677549976016	2.4749646583978	0.11567204313548	0.209834822051552
ENSMUSG00000101171	ENSMUST00000187246	1	Gm7593	predicted gene 7593 [Source:MGI Symbol;Acc:MGI:3647262]	0.422363520734848	1.84299723716122	0.221229727552572	0.638104520954323	0.751013095707635	0.259641543512811	1.84299723716122	0.0784816011809024	0.779365740791593	0.86136840903911
ENSMUSG00000025935	ENSMUST00000027068	1	Tram1	translocating chain-associating membrane protein 1 [Source:MGI Symbol;Acc:MGI:1919515]	0.317582441648249	12.556726000487	13.9680913330301	0.000185939670078529	0.000742068319677039	0.212319222274276	12.556726000487	6.25680350262624	0.0123717231036902	0.0335258422377778
ENSMUSG00000025937	ENSMUST00000027071	1	Lactb2	lactamase, beta 2 [Source:MGI Symbol;Acc:MGI:2442551]	1.05380047147192	10.1837775481023	117.096320473873	2.73459296763157e-27	9.2345100983866e-26	0.726366998471893	10.1837775481023	54.9965428147738	1.20742020947505e-13	2.30459770417195e-12
ENSMUSG00000097711	ENSMUST00000180415	1	Gm5523	predicted pseudogene 5523 [Source:MGI Symbol;Acc:MGI:3649089]	-0.281862509467682	2.8296707556794	0.270673365024892	0.602880430688295	0.723127073967654	-0.898396974296175	2.8296707556794	2.32052249741838	0.127677133028953	0.228776577141675
ENSMUSG00000025932	ENSMUST00000168081	1	Eya1	eyes absent 1 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:109344]	0.0350062608212054	2.47436355162547	0.00256779624458581	0.959585751299325	0.979670104233497	-0.427136167953526	2.47436355162547	0.598387944725268	0.439193760042397	0.570994472379369
ENSMUSG00000054493	ENSMUST00000187401	1	Gm9947	predicted gene 9947 [Source:MGI Symbol;Acc:MGI:3642739]	-0.0960519880087015	4.30675541026059	0.0669404877327402	0.795844652197322	0.87782864903172	1.74703155521974	4.30675541026059	34.1513156348683	5.09887567977799e-09	5.59601605855635e-08
ENSMUSG00000025930	ENSMUST00000027062	1	Msc	musculin [Source:MGI Symbol;Acc:MGI:1333884]	-0.0471585610649413	5.91813170412381	0.0413702461223391	0.838824924068155	0.907025586791141	1.50484348005798	5.91813170412381	66.0637480524561	4.36572055984723e-16	1.19784457860808e-14
ENSMUSG00000103492	ENSMUST00000194866	1	Gm37412	predicted gene, 37412 [Source:MGI Symbol;Acc:MGI:5610640]	0.692397615934708	2.89796100376425	1.09235771575624	0.295949405117398	0.431633849988497	1.89120113683082	2.89796100376425	10.7687755456202	0.00103226777136045	0.00387320984296782
ENSMUSG00000081201	ENSMUST00000121569	1	Smt3h2-ps4	SMT3 suppressor of mif two 3 homolog 2, pseudogene 4 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2149598]	-0.590865272212842	1.78646374782611	0.283506894740118	0.594411832184659	0.716886797607322	-0.963859458616145	1.78646374782611	1.32878029264121	0.249022320925625	0.369881357365043
ENSMUSG00000082193	ENSMUST00000121367	1	Rpl5-ps1	ribosomal protein L5, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3647110]	0.173480329852263	5.06150141818102	0.370329041381659	0.542824967019385	0.66378874797078	0.500343538738777	5.06150141818102	3.04444707423519	0.081013699403592	0.164652842769337
ENSMUSG00000073737	ENSMUST00000086739	1	Gm10566	predicted gene 10566 [Source:MGI Symbol;Acc:MGI:3642220]	0.699405231705217	2.05331798786013	0.63839261935777	0.424293452987157	0.564438866246551	0.197670673649544	2.05331798786013	0.0497421309379504	0.823512594010321	0.897076994467818
ENSMUSG00000092083	ENSMUST00000175681	1	Kcnb2	potassium voltage gated channel, Shab-related subfamily, member 2 [Source:MGI Symbol;Acc:MGI:99632]	-1.66420191867672	2.12375437181509	4.27355342038404	0.0387099000919158	0.0885085736476617	-1.10063424915432	2.12375437181509	1.66721851503658	0.196631505987243	0.328316258248342
ENSMUSG00000025925	ENSMUST00000188371	1	Terf1	telomeric repeat binding factor 1 [Source:MGI Symbol;Acc:MGI:109634]	-0.344790708092577	9.50162046338275	13.6026927006907	0.00022586132632512	0.000877461258909095	-0.118124562327555	9.50162046338275	1.5492007117411	0.213253476257073	0.346734355840204
ENSMUSG00000104379	ENSMUST00000194867	1	Gm37509	predicted gene, 37509 [Source:MGI Symbol;Acc:MGI:5610737]	0.330640433146865	3.17856020098567	0.457044424936875	0.49900851414805	0.636816097997076	-0.401398448722465	3.17856020098567	0.604557081999015	0.436844556305857	0.570758214935331
ENSMUSG00000032719	ENSMUST00000040695	1	Sbspon	somatomedin B and thrombospondin, type 1 domain containing [Source:MGI Symbol;Acc:MGI:2684952]	1.32406050866695	2.49291468916817	2.47670175892664	0.115544324577212	0.212234135938896	0.920619055828883	2.49291468916817	3.09363188403021	0.0785991953943152	0.160488589665602
ENSMUSG00000067795	ENSMUST00000115367	1	4930444P10Rik	RIKEN cDNA 4930444P10 gene [Source:MGI Symbol;Acc:MGI:1923049]	0.738299025561838	1.84311659721335	0.485684868142609	0.485858526457473	0.627196646006803	1.54556091738711	1.84311659721335	3.40343629847616	0.0650607508447378	0.135494274170171
ENSMUSG00000043716	ENSMUST00000140597	1	Rpl7	ribosomal protein L7 [Source:MGI Symbol;Acc:MGI:98073]	0.263270894578405	14.8587221634074	5.69885935556454	0.0169759417782211	0.0438378731802298	0.0466653807345501	14.8587221634074	0.179324019610476	0.671954812078134	0.780391964291801
ENSMUSG00000025921	ENSMUST00000027053	1	Rdh10	retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]	-1.09822103785754	9.04621412450188	86.3352578163978	1.51876497218569e-20	3.17494201328341e-19	-0.344009295097879	9.04621412450188	9.00206996808348	0.00269673989260005	0.00876939861371424
ENSMUSG00000104165	ENSMUST00000192560	1	Gm38249	predicted gene, 38249 [Source:MGI Symbol;Acc:MGI:5611477]	-1.63889232456958	1.30014853576607	1.44613709664449	0.229148800835963	0.350183913039636	-0.0113034218244783	1.30014853576607	0.00016432600785965	0.989772221369476	0.998873575129196
ENSMUSG00000025920	ENSMUST00000162627	1	Stau2	staufen (RNA binding protein) homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1352508]	-0.141393252685236	9.52355742462159	1.9539860025356	0.162157967742352	0.27485462486059	-0.159300078113837	9.52355742462159	2.50632855528577	0.113389824933379	0.207408888107305
ENSMUSG00000025939	ENSMUST00000182554	1	Ube2w	ubiquitin-conjugating enzyme E2W (putative) [Source:MGI Symbol;Acc:MGI:1914049]	0.6457966152576	10.8286864404389	56.0987466418903	6.89210390888836e-14	8.6446674742914e-13	0.551420683737233	10.8286864404389	41.4410614884678	1.21478745595761e-10	1.61603543383452e-09
ENSMUSG00000102457	ENSMUST00000195710	1	Gm38342	predicted gene, 38342 [Source:MGI Symbol;Acc:MGI:5611570]	3.7244977374271	2.16994140549232	17.8078682632356	2.4437060115289e-05	0.000111748639485541	0.480565864335388	2.16994140549232	0.304563504255086	0.581035556757433	0.708540581712537
ENSMUSG00000079658	ENSMUST00000188641	1	Tceb1	transcription elongation factor B (SIII), polypeptide 1 [Source:MGI Symbol;Acc:MGI:1915173]	0.167022673768042	10.750755474677	2.03656290253439	0.153556273538709	0.264982056079283	0.00661406847762802	10.750755474677	0.00320654294931089	0.95484284792756	0.997873522690222
ENSMUSG00000100959	ENSMUST00000186738	1	Gm7654	predicted gene 7654 [Source:MGI Symbol;Acc:MGI:3648037]	1.80782892877965	1.84264156742615	3.89405183173604	0.0484573844657512	0.106363958902324	4.05482930924923	1.84264156742615	10.3717230249358	0.00127960069192562	0.0046044647848799
ENSMUSG00000025940	ENSMUST00000177501	1	Tmem70	transmembrane protein 70 [Source:MGI Symbol;Acc:MGI:1915068]	0.235327895239028	9.20466830135346	4.36510198431375	0.0366822874081009	0.0856570434689165	-0.0391225917942343	9.20466830135346	0.121369503908996	0.727553872725305	0.821069794669431
ENSMUSG00000025779	ENSMUST00000191260	1	Ly96	lymphocyte antigen 96 [Source:MGI Symbol;Acc:MGI:1341909]	0.293437048285327	8.29553568726811	4.04589973080866	0.044278769535858	0.0986719788134096	0.375587750070781	8.29553568726811	6.52011283970095	0.0106661235524375	0.0292651764970004
ENSMUSG00000091020	ENSMUST00000071842	1	Gm5828	predicted gene 5828 [Source:MGI Symbol;Acc:MGI:3644176]	-0.826054031401793	3.33229363965533	3.24931127033724	0.0714534760532368	0.145898027848237	0.463846907697753	3.33229363965533	1.40672618777748	0.235600625828563	0.364646853749809
ENSMUSG00000101640	ENSMUST00000186604	1	Gm28376	predicted gene 28376 [Source:MGI Symbol;Acc:MGI:5579082]	0.731690431023261	1.56295868715579	0.442644028289569	0.50584904853857	0.643674586401253	-3.1903802480127	1.56295868715579	5.34390073298685	0.0207948912281099	0.0524652715467829
ENSMUSG00000042686	ENSMUST00000186024	1	Jph1	junctophilin 1 [Source:MGI Symbol;Acc:MGI:1891495]	-0.216425973773545	4.87709381732399	0.712896098169523	0.398484050809567	0.538259994785846	0.287550238162821	4.87709381732399	1.29029692786329	0.255993237851039	0.373358908360818
