ensembl_gene_id	ensembl_transcript_id	chromosome_name	mgi_symbol	description
ENSMUSG00000102647	ENSMUST00000192338	1	Gm38024	predicted gene, 38024 [Source:MGI Symbol;Acc:MGI:5611252]
ENSMUSG00000086235	ENSMUST00000140995	1	Gm16284	predicted gene 16284 [Source:MGI Symbol;Acc:MGI:3826541]
ENSMUSG00000102253	ENSMUST00000194602	1	Gm38259	predicted gene, 38259 [Source:MGI Symbol;Acc:MGI:5611487]
ENSMUSG00000093970	ENSMUST00000103887	1	Gm23358	predicted gene, 23358 [Source:MGI Symbol;Acc:MGI:5453135]
ENSMUSG00000103884	ENSMUST00000193281	1	Gm37005	predicted gene, 37005 [Source:MGI Symbol;Acc:MGI:5610233]
ENSMUSG00000084353	ENSMUST00000119877	1	Gm15452	predicted gene 15452 [Source:MGI Symbol;Acc:MGI:3768636]
ENSMUSG00000103933	ENSMUST00000191876	1	Gm36964	predicted gene, 36964 [Source:MGI Symbol;Acc:MGI:5610192]
ENSMUSG00000076135	ENSMUST00000102181	1	Gm24276	predicted gene, 24276 [Source:MGI Symbol;Acc:MGI:5454053]
ENSMUSG00000086195	ENSMUST00000151704	1	Gm6152	predicted gene 6152 [Source:MGI Symbol;Acc:MGI:3648859]
ENSMUSG00000104504	ENSMUST00000192115	1	Gm7445	predicted gene 7445 [Source:MGI Symbol;Acc:MGI:3644942]
ENSMUSG00000066693	ENSMUST00000085919	1	Gm7493	predicted gene 7493 [Source:MGI Symbol;Acc:MGI:3643471]
ENSMUSG00000102316	ENSMUST00000193635	1	Gm37629	predicted gene, 37629 [Source:MGI Symbol;Acc:MGI:5610857]
ENSMUSG00000103819	ENSMUST00000195333	1	Gm38008	predicted gene, 38008 [Source:MGI Symbol;Acc:MGI:5611236]
ENSMUSG00000102871	ENSMUST00000195180	1	Gm37143	predicted gene, 37143 [Source:MGI Symbol;Acc:MGI:5610371]
ENSMUSG00000101571	ENSMUST00000040649	1	Gm6187	predicted gene 6187 [Source:MGI Symbol;Acc:MGI:3648954]
ENSMUSG00000104428	ENSMUST00000192026	1	Gm18299	predicted gene, 18299 [Source:MGI Symbol;Acc:MGI:5010484]
ENSMUSG00000102272	ENSMUST00000195217	1	Gm7512	predicted gene 7512 [Source:MGI Symbol;Acc:MGI:3646401]
ENSMUSG00000065625	ENSMUST00000083691	1	Gm24765	predicted gene, 24765 [Source:MGI Symbol;Acc:MGI:5454542]
ENSMUSG00000103411	ENSMUST00000192792	1	Gm18300	predicted gene, 18300 [Source:MGI Symbol;Acc:MGI:5010485]
ENSMUSG00000061024	ENSMUST00000072079	1	Rrs1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1929721]
ENSMUSG00000025911	ENSMUST00000144177	1	Adhfe1	alcohol dehydrogenase, iron containing, 1 [Source:MGI Symbol;Acc:MGI:1923437]
ENSMUSG00000079671	ENSMUST00000115480	1	2610203C22Rik	RIKEN cDNA 2610203C22 gene [Source:MGI Symbol;Acc:MGI:1919731]
ENSMUSG00000081441	ENSMUST00000121942	1	Gm6161	predicted gene 6161 [Source:MGI Symbol;Acc:MGI:3644104]
ENSMUSG00000067879	ENSMUST00000088666	1	3110035E14Rik	RIKEN cDNA 3110035E14 gene [Source:MGI Symbol;Acc:MGI:1924232]
ENSMUSG00000099827	ENSMUST00000191209	1	Gm29520	predicted gene 29520 [Source:MGI Symbol;Acc:MGI:5580226]
ENSMUSG00000025912	ENSMUST00000088658	1	Mybl1	myeloblastosis oncogene-like 1 [Source:MGI Symbol;Acc:MGI:99925]
ENSMUSG00000045210	ENSMUST00000057438	1	Vcpip1	valosin containing protein (p97)/p47 complex interacting protein 1 [Source:MGI Symbol;Acc:MGI:1917925]
ENSMUSG00000097893	ENSMUST00000181821	1	1700034P13Rik	RIKEN cDNA 1700034P13 gene [Source:MGI Symbol;Acc:MGI:1920581]
ENSMUSG00000025915	ENSMUST00000166384	1	Sgk3	serum/glucocorticoid regulated kinase 3 [Source:MGI Symbol;Acc:MGI:2182368]
ENSMUSG00000046334	ENSMUST00000063059	1	Gm6195	predicted pseudogene 6195 [Source:MGI Symbol;Acc:MGI:3647661]
ENSMUSG00000088916	ENSMUST00000158291	1	Gm22607	predicted gene, 22607 [Source:MGI Symbol;Acc:MGI:5452384]
ENSMUSG00000046101	ENSMUST00000052843	1	Mcmdc2	minichromosome maintenance domain containing 2 [Source:MGI Symbol;Acc:MGI:3045334]
ENSMUSG00000098234	ENSMUST00000182580	1	Snhg6	small nucleolar RNA host gene 6 [Source:MGI Symbol;Acc:MGI:1921074]
ENSMUSG00000093178	ENSMUST00000175437	1	Snord87	small nucleolar RNA, C/D box 87 [Source:MGI Symbol;Acc:MGI:2387894]
ENSMUSG00000099032	ENSMUST00000185184	1	Tcf24	transcription factor 24 [Source:MGI Symbol;Acc:MGI:3780500]
ENSMUSG00000104025	ENSMUST00000192299	1	E330040D14Rik	RIKEN cDNA E330040D14 gene [Source:MGI Symbol;Acc:MGI:3649088]
ENSMUSG00000025916	ENSMUST00000147000	1	Ppp1r42	protein phosphatase 1, regulatory subunit 42 [Source:MGI Symbol;Acc:MGI:1921138]
ENSMUSG00000087199	ENSMUST00000134692	1	Gm15818	predicted gene 15818 [Source:MGI Symbol;Acc:MGI:3801960]
ENSMUSG00000095780	ENSMUST00000179194	1	Gm24674	predicted gene, 24674 [Source:MGI Symbol;Acc:MGI:5454451]
ENSMUSG00000025917	ENSMUST00000027050	1	Cops5	COP9 (constitutive photomorphogenic) homolog, subunit 5 (Arabidopsis thaliana) [Source:MGI Symbol;Acc:MGI:1349415]
ENSMUSG00000056763	ENSMUST00000190610	1	Cspp1	centrosome and spindle pole associated protein 1 [Source:MGI Symbol;Acc:MGI:2681832]
ENSMUSG00000102356	ENSMUST00000194474	1	1700047N06Rik	RIKEN cDNA 1700047N06 gene [Source:MGI Symbol;Acc:MGI:1923853]
ENSMUSG00000067851	ENSMUST00000088615	1	Arfgef1	ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited) [Source:MGI Symbol;Acc:MGI:2442988]
ENSMUSG00000088153	ENSMUST00000157528	1	Gm26348	predicted gene, 26348 [Source:MGI Symbol;Acc:MGI:5456125]
ENSMUSG00000102556	ENSMUST00000192111	1	Gm37569	predicted gene, 37569 [Source:MGI Symbol;Acc:MGI:5610797]
ENSMUSG00000042501	ENSMUST00000153695	1	Cpa6	carboxypeptidase A6 [Source:MGI Symbol;Acc:MGI:3045348]
ENSMUSG00000103810	ENSMUST00000194845	1	Gm38005	predicted gene, 38005 [Source:MGI Symbol;Acc:MGI:5611233]
ENSMUSG00000083422	ENSMUST00000118350	1	Gm15604	predicted gene 15604 [Source:MGI Symbol;Acc:MGI:3783051]
ENSMUSG00000094979	ENSMUST00000179958	1	Gm25253	predicted gene, 25253 [Source:MGI Symbol;Acc:MGI:5455030]
ENSMUSG00000081417	ENSMUST00000119252	1	Gm15603	predicted gene 15603 [Source:MGI Symbol;Acc:MGI:3783050]
ENSMUSG00000103448	ENSMUST00000192705	1	Gm37133	predicted gene, 37133 [Source:MGI Symbol;Acc:MGI:5610361]
ENSMUSG00000100212	ENSMUST00000189483	1	Gm5522	predicted gene 5522 [Source:MGI Symbol;Acc:MGI:3649087]
ENSMUSG00000100648	ENSMUST00000188013	1	Gm28659	predicted gene 28659 [Source:MGI Symbol;Acc:MGI:5579365]
ENSMUSG00000088585	ENSMUST00000157960	1	Gm22963	predicted gene, 22963 [Source:MGI Symbol;Acc:MGI:5452740]
ENSMUSG00000048960	ENSMUST00000027056	1	Prex2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2 [Source:MGI Symbol;Acc:MGI:1923385]
ENSMUSG00000077318	ENSMUST00000104130	1	Gm24173	predicted gene, 24173 [Source:MGI Symbol;Acc:MGI:5453950]
ENSMUSG00000101827	ENSMUST00000187404	1	Gm28686	predicted gene 28686 [Source:MGI Symbol;Acc:MGI:5579392]
ENSMUSG00000103494	ENSMUST00000193623	1	Gm37410	predicted gene, 37410 [Source:MGI Symbol;Acc:MGI:5610638]
ENSMUSG00000057715	ENSMUST00000048613	1	A830018L16Rik	RIKEN cDNA A830018L16 gene [Source:MGI Symbol;Acc:MGI:2444149]
ENSMUSG00000103825	ENSMUST00000194502	1	Gm38178	predicted gene, 38178 [Source:MGI Symbol;Acc:MGI:5611406]
ENSMUSG00000099845	ENSMUST00000188880	1	Gm29273	predicted gene 29273 [Source:MGI Symbol;Acc:MGI:5579979]
ENSMUSG00000103561	ENSMUST00000195360	1	Gm38069	predicted gene, 38069 [Source:MGI Symbol;Acc:MGI:5611297]
ENSMUSG00000101610	ENSMUST00000187748	1	Gm7560	predicted gene 7560 [Source:MGI Symbol;Acc:MGI:3648484]
ENSMUSG00000093864	ENSMUST00000179834	1	Gm22633	predicted gene, 22633 [Source:MGI Symbol;Acc:MGI:5452410]
ENSMUSG00000098555	ENSMUST00000183490	1	Mir6341	microRNA 6341 [Source:MGI Symbol;Acc:MGI:5530644]
ENSMUSG00000097628	ENSMUST00000181461	1	Gm2383	predicted gene 2383 [Source:MGI Symbol;Acc:MGI:3780551]
ENSMUSG00000098163	ENSMUST00000182390	1	Gm6216	predicted gene 6216 [Source:MGI Symbol;Acc:MGI:3647030]
ENSMUSG00000097171	ENSMUST00000181272	1	Gm17644	predicted gene, 17644 [Source:MGI Symbol;Acc:MGI:4937278]
ENSMUSG00000101314	ENSMUST00000186962	1	Gm29663	predicted gene 29663 [Source:MGI Symbol;Acc:MGI:5580369]
ENSMUSG00000016918	ENSMUST00000177608	1	Sulf1	sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]
ENSMUSG00000025938	ENSMUST00000188454	1	Slco5a1	solute carrier organic anion transporter family, member 5A1 [Source:MGI Symbol;Acc:MGI:2443431]
ENSMUSG00000104518	ENSMUST00000191708	1	Gm37162	predicted gene, 37162 [Source:MGI Symbol;Acc:MGI:5610390]
ENSMUSG00000069620	ENSMUST00000059065	1	Gm5250	predicted gene 5250 [Source:MGI Symbol;Acc:MGI:3647667]
ENSMUSG00000099498	ENSMUST00000187394	1	Gm29283	predicted gene 29283 [Source:MGI Symbol;Acc:MGI:5579989]
ENSMUSG00000042414	ENSMUST00000047577	1	Prdm14	PR domain containing 14 [Source:MGI Symbol;Acc:MGI:3588194]
ENSMUSG00000005886	ENSMUST00000081713	1	Ncoa2	nuclear receptor coactivator 2 [Source:MGI Symbol;Acc:MGI:1276533]
ENSMUSG00000103506	ENSMUST00000195493	1	Gm38376	predicted gene, 38376 [Source:MGI Symbol;Acc:MGI:5611604]
ENSMUSG00000103495	ENSMUST00000195811	1	Gm37409	predicted gene, 37409 [Source:MGI Symbol;Acc:MGI:5610637]
ENSMUSG00000099183	ENSMUST00000183805	1	Gm27881	predicted gene, 27881 [Source:MGI Symbol;Acc:MGI:5531263]
ENSMUSG00000102639	ENSMUST00000194484	1	Gm38223	predicted gene, 38223 [Source:MGI Symbol;Acc:MGI:5611451]
ENSMUSG00000104170	ENSMUST00000194357	1	Gm37702	predicted gene, 37702 [Source:MGI Symbol;Acc:MGI:5610930]
ENSMUSG00000087782	ENSMUST00000157157	1	Gm23169	predicted gene, 23169 [Source:MGI Symbol;Acc:MGI:5452946]
ENSMUSG00000103085	ENSMUST00000195506	1	Gm38120	predicted gene, 38120 [Source:MGI Symbol;Acc:MGI:5611348]
ENSMUSG00000102664	ENSMUST00000195718	1	Gm38380	predicted gene, 38380 [Source:MGI Symbol;Acc:MGI:5611608]
ENSMUSG00000101476	ENSMUST00000185813	1	Gm29570	predicted gene 29570 [Source:MGI Symbol;Acc:MGI:5580276]
ENSMUSG00000101171	ENSMUST00000187246	1	Gm7593	predicted gene 7593 [Source:MGI Symbol;Acc:MGI:3647262]
ENSMUSG00000025935	ENSMUST00000027068	1	Tram1	translocating chain-associating membrane protein 1 [Source:MGI Symbol;Acc:MGI:1919515]
ENSMUSG00000025937	ENSMUST00000027071	1	Lactb2	lactamase, beta 2 [Source:MGI Symbol;Acc:MGI:2442551]
ENSMUSG00000102982	ENSMUST00000194537	1	Gm38319	predicted gene, 38319 [Source:MGI Symbol;Acc:MGI:5611547]
ENSMUSG00000067813	ENSMUST00000088542	1	Xkr9	X Kell blood group precursor related family member 9 homolog [Source:MGI Symbol;Acc:MGI:2686466]
ENSMUSG00000077368	ENSMUST00000104180	1	Gm26273	predicted gene, 26273 [Source:MGI Symbol;Acc:MGI:5456050]
ENSMUSG00000097711	ENSMUST00000180415	1	Gm5523	predicted pseudogene 5523 [Source:MGI Symbol;Acc:MGI:3649089]
ENSMUSG00000102166	ENSMUST00000194709	1	Gm36947	predicted gene, 36947 [Source:MGI Symbol;Acc:MGI:5610175]
ENSMUSG00000089358	ENSMUST00000158733	1	Gm25491	predicted gene, 25491 [Source:MGI Symbol;Acc:MGI:5455268]
ENSMUSG00000104209	ENSMUST00000193148	1	Gm37400	predicted gene, 37400 [Source:MGI Symbol;Acc:MGI:5610628]
ENSMUSG00000025932	ENSMUST00000168081	1	Eya1	eyes absent 1 homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:109344]
ENSMUSG00000095853	ENSMUST00000179783	1	Gm22616	predicted gene, 22616 [Source:MGI Symbol;Acc:MGI:5452393]
ENSMUSG00000102588	ENSMUST00000193605	1	Gm37444	predicted gene, 37444 [Source:MGI Symbol;Acc:MGI:5610672]
ENSMUSG00000054493	ENSMUST00000187401	1	Gm9947	predicted gene 9947 [Source:MGI Symbol;Acc:MGI:3642739]
ENSMUSG00000025930	ENSMUST00000027062	1	Msc	musculin [Source:MGI Symbol;Acc:MGI:1333884]
ENSMUSG00000103492	ENSMUST00000194866	1	Gm37412	predicted gene, 37412 [Source:MGI Symbol;Acc:MGI:5610640]
ENSMUSG00000081201	ENSMUST00000121569	1	Smt3h2-ps4	SMT3 suppressor of mif two 3 homolog 2, pseudogene 4 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2149598]
ENSMUSG00000082193	ENSMUST00000121367	1	Rpl5-ps1	ribosomal protein L5, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3647110]
ENSMUSG00000032769	ENSMUST00000041447	1	Trpa1	transient receptor potential cation channel, subfamily A, member 1 [Source:MGI Symbol;Acc:MGI:3522699]
ENSMUSG00000088159	ENSMUST00000157534	1	Gm26345	predicted gene, 26345 [Source:MGI Symbol;Acc:MGI:5456122]
ENSMUSG00000073737	ENSMUST00000086739	1	Gm10566	predicted gene 10566 [Source:MGI Symbol;Acc:MGI:3642220]
ENSMUSG00000092083	ENSMUST00000175681	1	Kcnb2	potassium voltage gated channel, Shab-related subfamily, member 2 [Source:MGI Symbol;Acc:MGI:99632]
ENSMUSG00000102937	ENSMUST00000193873	1	Gm38116	predicted gene, 38116 [Source:MGI Symbol;Acc:MGI:5611344]
ENSMUSG00000104149	ENSMUST00000194564	1	Gm37138	predicted gene, 37138 [Source:MGI Symbol;Acc:MGI:5610366]
ENSMUSG00000088829	ENSMUST00000158204	1	Gm25227	predicted gene, 25227 [Source:MGI Symbol;Acc:MGI:5455004]
ENSMUSG00000077377	ENSMUST00000104189	1	Gm25168	predicted gene, 25168 [Source:MGI Symbol;Acc:MGI:5454945]
ENSMUSG00000101652	ENSMUST00000188671	1	Gm6060	predicted gene 6060 [Source:MGI Symbol;Acc:MGI:3648622]
ENSMUSG00000100814	ENSMUST00000188400	1	Gm28669	predicted gene 28669 [Source:MGI Symbol;Acc:MGI:5579375]
ENSMUSG00000025925	ENSMUST00000188371	1	Terf1	telomeric repeat binding factor 1 [Source:MGI Symbol;Acc:MGI:109634]
ENSMUSG00000104379	ENSMUST00000194867	1	Gm37509	predicted gene, 37509 [Source:MGI Symbol;Acc:MGI:5610737]
ENSMUSG00000032719	ENSMUST00000040695	1	Sbspon	somatomedin B and thrombospondin, type 1 domain containing [Source:MGI Symbol;Acc:MGI:2684952]
ENSMUSG00000088943	ENSMUST00000158318	1	Gm23259	predicted gene, 23259 [Source:MGI Symbol;Acc:MGI:5453036]
ENSMUSG00000100652	ENSMUST00000185778	1	Gm7634	predicted gene 7634 [Source:MGI Symbol;Acc:MGI:3644198]
ENSMUSG00000067795	ENSMUST00000115367	1	4930444P10Rik	RIKEN cDNA 4930444P10 gene [Source:MGI Symbol;Acc:MGI:1923049]
ENSMUSG00000043716	ENSMUST00000140597	1	Rpl7	ribosomal protein L7 [Source:MGI Symbol;Acc:MGI:98073]
ENSMUSG00000025921	ENSMUST00000027053	1	Rdh10	retinol dehydrogenase 10 (all-trans) [Source:MGI Symbol;Acc:MGI:1924238]
